new_index,alpha,beta_mkt,beta_hml,beta_smb,sigma,class
759,-0.000379408,-0.010081373,-0.063104599,0.091552742,0.007230927,0
760,-0.003689092,1.989509195,0.683623786,2.013114063,0.018855991,0
761,0.000700531,1.905060728,-1.228303631,1.585063048,0.016084671,0
762,-2.79E-05,0.913448789,0.049871089,-0.140593553,0.006354853,0
763,-0.000872448,-0.211286884,-0.389436868,-0.268278767,0.038436894,0
764,0.001641372,-0.457166784,-0.114385235,-0.714875215,0.026033855,0
765,-0.000624367,-0.118716151,-0.099588628,0.071081411,0.006889036,0
766,-0.002136106,1.874351154,1.802131207,0.518151568,0.014703661,0
767,-0.000324016,1.111270117,0.640239345,0.991009443,0.010992259,0
768,-0.002822675,1.326323522,0.753065153,1.510408752,0.012621107,0
769,-0.001534518,0.721184659,0.542475945,1.095948998,0.009424341,0
770,-0.001589766,1.558507221,1.424143283,1.86484202,0.020733641,0
771,-0.001051036,0.611901747,0.762529356,-0.899265743,0.011765528,0
772,7.58E-05,0.812848689,0.367709937,-0.222234957,0.007242283,0
773,0.000494969,0.777799523,-0.308029937,1.367925781,0.014463288,0
774,0.000247611,2.420120952,-0.133331217,3.151667903,0.031646429,0
775,0.000317179,0.111720829,-0.184123351,0.52267834,0.015397839,0
776,-0.000100629,0.875563394,0.084848909,0.344018867,0.00647644,0
777,0.006612111,-0.275846256,-0.270020538,-0.796226563,0.024945231,0
778,0.00019462,-0.17709586,0.539363235,-0.47687629,0.038116069,1
779,0.003028234,0.92703775,-3.007306843,-0.679621739,0.036245266,0
780,-0.00045775,0.865453053,-0.080190543,-0.204833784,0.007039586,0
781,0.038870323,0.721349936,-0.65575354,0.065794541,0.251299434,0
782,-0.002123432,-0.30368296,0.21427486,-0.066390244,0.023341469,0
783,-0.001042689,2.269573175,1.88395363,-0.113423275,0.028427038,1
784,0.000785537,-0.599342943,-0.178727284,-0.175555052,0.01502382,0
785,0.001160216,0.915152443,-0.075041313,0.976712757,0.013815642,0
786,-0.000110261,0.013224157,-0.015085553,0.013608548,0.002032975,0
787,-0.000348898,1.324977794,-0.283522811,0.117793669,0.013093104,0
788,-0.000135885,-0.342804552,0.260099267,-0.459013342,0.017353218,0
789,0.002565542,0.737638218,0.881063427,1.513245643,0.02646477,0
790,-0.001343106,1.254195327,0.145807767,1.042543622,0.007015265,0
791,0.001288895,2.202647633,0.232493545,2.444134442,0.039849784,0
792,-0.000326091,0.642182399,0.317286119,0.350189618,0.007722001,0
793,9.10E-05,0.010339105,-0.64825892,0.045936004,0.012829906,1
794,0.00151424,1.496301588,0.192871622,2.630184699,0.021467,1
795,-0.000228249,0.957105743,-0.567603805,-0.395102445,0.006833227,0
796,-0.000405199,1.187065743,0.052264225,0.608890604,0.008093016,0
797,0.006497793,0.734408528,-4.351526745,-1.530017837,0.085722614,0
798,-0.001100598,1.014608916,3.427528083,0.839462024,0.012446265,0
799,-0.000106997,1.782445108,1.573648628,0.12153997,0.015010978,1
800,0.004863963,3.350790186,-0.250794298,3.135400522,0.051543003,0
801,-0.001592612,0.146261637,-0.537179817,0.681158508,0.011288479,0
802,-0.002312155,0.673791665,1.435666166,-1.723857351,0.0445144,0
803,0.01306934,-0.934799832,-1.811246582,-4.036492862,0.055091972,0
804,-0.016217164,0.083498628,0.07035381,0.049240893,0.005766546,1
805,-0.079056343,-0.085421255,-0.248294734,0.479503605,0.02835113,0
806,-0.000734718,1.510729109,-1.684589003,2.280159662,0.020534514,0
807,-0.00015279,3.549718788,2.593033377,3.204459938,0.064693693,1
808,0.001898653,1.785050814,4.098463159,0.385799497,0.0155202,0
809,0.063222185,3.239141795,3.717583043,3.630188494,0.221580765,0
810,0.003371762,0.21330516,1.370173523,0.032237292,0.057998692,0
811,-0.000526098,2.396488761,-2.390044867,0.243378571,0.027544563,0
812,0.003777269,1.913678601,-1.708734967,-0.189415147,0.022517891,0
813,-1.07E-05,0.384066947,-0.282196948,0.034248334,0.006391304,0
814,-0.000933561,1.39566159,2.811007444,0.663880569,0.024922434,0
815,-0.027749426,0.217565696,0.196405429,0.149795985,0.00974693,0
816,0.002775349,3.262287998,-2.412757247,5.244450917,0.06579882,1
817,-0.00052473,0.968671803,1.050745138,0.007061045,0.007188796,0
818,-0.000370519,0.099189256,-0.710679569,-0.057163934,0.06099369,0
819,0.002504417,1.266882576,-0.394852828,0.177896388,0.018323285,0
820,-0.002552616,-0.329891177,-0.86474203,-0.099614399,0.097334942,1
821,-0.001619378,0.130763261,0.647186637,-0.56065446,0.056288562,1
822,0.00853,-2.694208747,-1.894381657,-2.163611925,0.100632076,0
823,0.003558533,-0.677347693,-1.699139152,1.065051028,0.028707782,0
824,0.003173498,-1.794105083,-2.470903434,-1.13710154,0.025590098,1
825,0.034792449,0.581918608,0.186296976,-0.391811276,0.169827816,0
826,-0.000338175,0.163116266,0.001156775,0.486229214,0.011742833,0
827,0.001367549,-0.526762608,-0.65602021,-0.391928046,0.016508832,0
828,0.001483741,2.042520664,5.330370592,0.852429942,0.020260966,1
829,-0.058903134,0.424707408,0.299510659,0.272431498,0.021739055,1
830,-9.69E-05,0.099774933,-0.638231197,-0.06928613,0.010287956,0
831,0.001514123,-0.722889798,-0.660343171,0.549830138,0.025022246,0
832,-0.00232451,3.252325868,5.774296365,0.497361949,0.020864883,1
833,-0.000111099,0.726900046,-1.677518563,0.383239383,0.010130751,0
834,0.001831269,1.743743597,3.592464127,2.25391424,0.022335046,0
835,0.0012482,0.934109894,1.014620622,1.115707055,0.020081936,0
836,0.000578847,0.133762907,0.08141457,0.120563685,0.008873612,0
837,0.002120442,0.245631997,1.255468459,0.897947254,0.035234227,1
838,0.004444044,1.749659769,0.797046975,-0.795066601,0.023864052,0
839,-0.000437719,0.558718508,-0.054262109,0.181236839,0.006083648,0
840,0.00593626,1.212101777,3.094968856,1.746787321,0.05067697,0
841,-0.002231366,0.046758133,0.115863283,0.159479593,0.016885468,0
842,0.001459138,0.544811521,-1.979258607,1.511575153,0.017695146,0
843,-0.005468515,-0.819027554,-0.89588348,-0.416317536,0.09933013,0
844,0.025194025,0.784270203,-0.159796859,0.193885076,0.208093273,0
845,0.0069478,3.625629108,2.817517063,6.229571051,0.074984795,0
846,0.000600972,-0.055875109,0.008764321,-0.006172809,0.007896894,0
847,-0.022678582,0.40578733,0.304847527,0.503815161,0.01138235,1
848,-0.001042126,1.830926675,-0.349390987,1.702128336,0.011921182,0
849,0.007315287,0.457143173,0.181067956,0.771079765,0.062340865,0
850,-0.000405445,1.249594293,0.771888109,-0.142794943,0.006591445,1
851,0.00029639,1.661272993,1.257893696,1.598219977,0.025461052,1
852,0.045538007,0.402820838,-0.066860922,1.604120781,0.152472987,1
853,-0.001276696,1.826945031,1.088627767,1.023374755,0.022075247,1
854,-1.51E-05,0.154867059,0.128601423,0.148120927,0.006240453,0
855,-0.001765278,-0.311317925,-0.153886896,-0.128329498,0.027763946,0
856,0.008543221,2.274958196,-1.993441708,1.168450364,0.061035287,0
857,0.05234336,0.751175794,-1.414637446,1.773214076,0.259371872,1
858,0.001285856,-0.155933117,0.190999848,0.456755563,0.020071605,0
859,-0.000418241,1.237467567,-0.914282099,1.146506972,0.013377322,0
860,0.002770135,-0.376408753,0.054024645,-0.108617478,0.020037837,0
861,-0.021623901,0.588319297,0.404202811,0.365638197,0.010313821,0
862,0.001808377,-0.432100239,-0.203943717,0.129508895,0.020768292,0
863,-0.001711955,0.057371435,0.510107585,-0.124378412,0.018105864,0
864,-0.000833008,0.629815314,-0.257945654,0.375255103,0.006097216,0
865,0.00144275,-0.383057636,-0.258063401,-0.218712167,0.030594532,0
866,-0.000732821,-0.019465207,0.570545823,-0.049755918,0.012099792,0
867,0.001051562,-0.140885396,0.110368741,-0.099841451,0.012702362,0
868,-0.000672514,-0.099978198,0.743671456,-0.012093067,0.016187109,0
869,0.000355186,0.598837403,-0.954095667,1.155783942,0.014626284,0
870,0.002605225,1.819529388,0.585744319,2.028607224,0.030384354,0
871,-0.00058189,1.100597195,1.282347983,0.919970869,0.020360445,1
872,0.001197492,0.791955872,0.101131797,-0.470578617,0.009637826,0
873,-0.000393094,1.306522387,0.133742725,1.814302731,0.012099823,1
874,0.001634347,1.121663877,2.317742709,-0.839042099,0.055040376,0
875,-0.00129875,-0.066895685,-0.066270978,0.023745557,0.010935277,0
876,0.000703173,-0.10879201,-0.645631185,-0.189637747,0.013511167,0
877,-0.000518774,1.176015322,0.849593372,-0.177894012,0.007528191,0
878,-0.00052155,1.26743998,0.358305384,1.231548077,0.010059804,0
879,0.000194802,1.355066771,-2.491058572,0.393146745,0.025465613,0
880,-0.000357206,1.01457445,0.221615905,-0.470296698,0.009861897,0
881,-0.003651789,0.773283386,0.930962587,1.268885443,0.016447316,0
882,1.23E-05,-0.625641428,-0.100728004,0.22546425,0.012754721,1
883,2.48E-05,1.667273497,-1.524383843,1.041563225,0.018934667,0
884,-0.000677066,0.982472925,-0.726076684,0.778193315,0.010442763,0
885,0.003571483,2.464238589,0.910495831,3.517583419,0.044808646,0
886,-0.00146365,1.73425236,1.42578941,1.483696718,0.01755364,0
887,0.00599591,1.515418725,0.910946065,3.175258722,0.103733857,0
888,0.00214327,-2.646208187,-4.023660709,-1.243830243,0.042130747,0
889,-0.046363104,0.617194943,0.499974406,0.76937391,0.02019479,1
890,-0.000103599,0.016616319,-0.001112426,0.008317691,0.001918569,1
891,0.004478398,0.251128524,1.04104225,-0.213665293,0.021880056,0
892,-0.000915539,0.981656788,0.206099483,-0.326838586,0.006093973,0
893,-0.002295889,-0.046023291,-0.597648565,0.368686009,0.010785685,0
894,0.000739885,1.646500746,0.330628041,2.098963887,0.021055607,0
895,-0.001170167,2.513476535,1.11643068,2.473593716,0.02764603,1
896,-0.001959457,1.497650447,-0.503024771,1.716683265,0.016006115,1
897,-0.000893519,0.826877582,2.154487505,1.190441381,0.013745093,0
898,-0.025349781,0.695990814,0.105331537,0.420585764,0.011557375,1
899,0.002351242,0.081919286,0.549102747,-0.040855518,0.027718946,0
900,-0.001143739,1.407074261,-0.531201762,1.408368061,0.028333793,1
901,-0.000417269,1.094071627,1.482903814,1.901792939,0.010483606,0
902,-0.057822651,0.431307824,0.477094443,0.359779429,0.020794714,0
903,6.09E-05,0.526955852,-0.180001241,0.064428255,0.005966825,0
904,-8.64E-05,-0.007435062,0.071781687,0.031353295,0.015557745,0
905,0.004050014,-0.83055234,-0.819893403,-0.700994722,0.057325385,0
906,0.000828276,2.671081483,-0.322426711,2.387668058,0.041988653,0
907,-0.005629949,-0.441758141,0.328091214,-0.963340914,0.050158431,0
908,-0.001515295,1.253403657,0.30378887,1.781895725,0.011550221,0
909,0.000426048,-0.078176197,0.151696179,0.037684712,0.009630494,1
910,0.004276061,-0.429253466,-0.2768671,-0.471878139,0.033086057,0
911,0.002977464,2.827471208,-0.042808172,2.95968542,0.042407971,1
912,0.008922946,2.1419783,-0.796990935,3.093462583,0.064352848,0
913,-0.004855053,1.326000917,0.301365934,-2.426693879,0.03726966,0
914,0.001656522,0.482029732,0.541020943,-0.586181696,0.01686214,0
915,0.00030537,0.122787983,0.083964892,0.075503277,0.005591317,0
916,0.002818629,0.005733452,1.724725188,0.132213094,0.065344447,1
917,-0.000920016,1.706077898,1.714909351,2.100898912,0.024550091,0
918,-0.000188005,1.196463659,-0.126599768,-0.150578673,0.008451584,0
919,0.002309306,0.003208685,1.125219486,0.059659223,0.038263334,1
920,-0.000440051,0.758753738,0.304577554,0.802565606,0.015331408,0
921,2.66E-05,1.183372903,-0.506870826,0.474559826,0.010425474,0
922,-0.000114718,-0.141395121,0.278788997,-0.172309785,0.012962088,0
923,0.001901885,0.58086487,1.049283497,0.516926343,0.034715205,0
924,-0.00018866,1.100940987,0.627427701,0.970712258,0.012603397,0
925,-0.000452035,0.708806375,0.515096926,0.086662717,0.004882997,0
926,0.00061862,3.102523503,-1.144251534,2.144593183,0.060272524,0
927,0.000288792,0.781249909,0.491382998,0.153540056,0.00812823,0
928,0.002176488,2.071122936,-1.022554474,2.440248286,0.023356446,0
929,0.000293134,-0.106188932,1.226194078,-0.062858851,0.025368565,0
930,0.000705004,0.542730234,0.204163233,0.098028721,0.049061037,0
931,0.002274641,1.512562552,-0.633246141,1.029249662,0.026009169,0
932,-0.001057699,0.888959451,0.485774112,0.500733842,0.008041375,0
933,-0.000568436,0.216873733,0.33974055,-0.180800316,0.033957716,1
934,-0.000689586,0.151892489,0.044444829,0.028829527,0.007227324,1
935,0.001237163,0.868731055,0.994626665,0.216366056,0.011075135,1
936,0.055527871,2.500060659,1.739528727,2.557339837,0.210817124,0
937,0.001036249,1.182133208,1.955776715,0.261378537,0.010018496,0
938,0.001781741,0.702788908,0.674937345,1.481406576,0.025704992,0
939,0.002632966,1.256697675,3.854814683,1.893049339,0.053028486,0
940,0.000863675,-0.19107032,0.03263314,0.126957627,0.022631943,0
941,-0.000208019,5.69E-05,-0.000192242,-8.61E-06,0.000481724,0
942,0.003810015,0.467348385,-0.183278685,1.95736928,0.015334683,0
943,0.006062013,0.348556796,-0.099223543,0.602130365,0.038875243,0
944,-0.003486789,1.667961245,-0.552383086,1.49311721,0.037647742,1
945,-0.001046062,1.755169422,0.405430212,2.019688118,0.012014945,0
946,0.004072787,0.629753633,1.021346904,1.223436287,0.030298418,0
947,-0.001088981,0.810794204,-0.229014851,0.033362982,0.018409558,0
948,-0.000322506,0.686755831,0.794651769,0.410414498,0.009601968,0
949,0.000472421,-0.335199483,-0.651860403,-0.297224109,0.018102989,1
950,0.002006461,3.003766205,4.069064266,3.351241864,0.035018024,0
951,0.002033164,0.490689592,0.535594185,1.281860554,0.032502461,0
952,-0.000211807,-0.123299608,-0.162805847,-0.555679526,0.014678668,0
953,0.000181047,0.346046605,-0.006939445,1.740854052,0.011480326,0
954,0.00537434,-0.416645638,0.438226506,-1.125974227,0.084631387,0
955,0.002888858,0.120940705,0.803168249,0.622736,0.064716048,1
956,-0.000745052,1.434758028,0.517006893,1.293967696,0.010648264,1
957,0.000804681,1.375501053,1.390972541,0.048879799,0.034210599,0
958,-0.001143188,0.88557987,-0.128097174,0.810604769,0.00749033,0
959,0.036025479,0.889304732,-0.393935289,2.441163612,0.192359288,0
960,-0.000163962,-0.064129898,-0.067289318,-0.627193147,0.018415712,0
961,0.000388683,0.701853979,0.35582412,0.474911208,0.008009635,1
962,0.000413521,-0.301996953,-0.468535121,-0.490238118,0.015490447,0
963,-0.028922402,0.103383702,0.135645788,0.059065142,0.010466785,1
964,0.003474874,1.853139594,-2.325021026,2.142612757,0.029787518,0
965,0.004396384,0.005287783,-0.592078294,-0.49644916,0.028050409,0
966,-0.000458019,-0.052934182,-0.096170633,0.040213283,0.00655729,0
967,0.001826392,-0.010912986,0.101102088,0.115810155,0.016842273,0
968,-0.000898239,1.466794056,-0.351169598,-0.05647458,0.010016751,0
969,0.003897314,0.074937891,-0.828473438,1.114812136,0.058201816,0
970,5.53E-05,1.502033912,0.993730917,1.205882913,0.008994106,0
971,0.001295523,-0.356471833,-1.035767387,-0.292650637,0.022997394,0
972,0.004574255,0.786300718,1.766915461,0.08443816,0.031880427,0
973,-0.00307673,2.655481985,0.562572736,2.675187696,0.029719885,0
974,0.00238245,0.180397223,1.834648375,-0.640220501,0.063566674,1
975,0.002190157,0.068121668,0.082835148,0.992750217,0.030005643,0
976,0.00038779,2.641516452,0.612211875,2.153804691,0.028022751,1
977,-0.000666529,0.583725364,-1.486044198,0.021467108,0.011505111,1
978,-0.000108574,0.011781581,0.012706559,0.019254561,0.002028992,0
979,-0.054838066,0.565212253,0.616645514,0.7110686,0.022727999,1
980,0.004331493,1.585365287,0.171485029,0.251063253,0.020167673,0
981,-0.000631062,0.759191722,0.804216579,-0.36384784,0.0164758,1
982,-0.000190072,1.464418751,3.430407416,0.379519877,0.012001892,1
983,0.002957771,-0.008959507,-0.290839074,0.392591782,0.046914431,0
984,0.057402849,-0.218201131,-1.614157139,0.697821074,0.23110862,0
985,-0.000635095,-0.186717376,0.04521085,-0.043307351,0.007201595,0
986,0.001062245,-0.052293902,0.091295378,-0.214231143,0.018338178,0
987,0.003789205,1.432724113,-1.060714095,0.692948666,0.030525475,0
988,0.001466149,1.014669248,-0.507739447,1.211755741,0.0146994,1
989,0.000475496,1.374132746,1.808006661,0.234342576,0.023667201,0
990,-0.000606167,0.179573878,0.012155372,0.453646534,0.006333329,0
991,-0.000779318,0.351782023,0.998848906,0.755545597,0.046232843,0
992,0.004653752,-0.561676759,-0.228907832,0.316745357,0.028629806,0
993,0.000701703,-0.306267977,0.111195817,-0.089334916,0.025830652,1
994,-0.001274062,2.037049709,-0.340730595,3.068585268,0.024661059,0
995,0.000980033,1.035943017,-0.062933572,0.448277928,0.02461833,0
996,-0.000453165,0.746856902,0.675813527,0.763323594,0.012693051,0
997,-0.021582808,0.810980568,0.192416722,0.981307481,0.010195545,1
998,-0.001877548,1.202591587,0.684155187,1.694845351,0.013726991,0
999,-0.026487235,0.086688701,0.118003219,0.067613133,0.009535135,0
1000,-0.00281383,0.632017314,0.6794517,0.430293544,0.121233193,0
1001,-4.75E-05,0.526370373,0.336458704,0.846880814,0.007533131,0
1002,0.002094139,1.849547081,-0.096008806,0.402045677,0.018630462,0
1003,-0.020855552,0.691244013,0.541730022,0.497308079,0.009897563,1
1004,0.000221492,-0.100706742,0.220716853,0.137392438,0.009166236,0
1005,0.002191032,2.71065533,-2.220256984,2.403484431,0.035258883,1
1006,0.002143114,1.039926874,0.266231937,0.763429106,0.123543885,0
1007,0.00042965,0.998416435,0.578197236,1.485696881,0.010854239,0
1008,0.002241491,1.738489139,1.497679966,0.894459663,0.02065971,0
1009,-0.001624198,1.32173516,-0.225055821,1.126875042,0.008449111,0
1010,0.005683121,0.331971931,0.649911233,0.945062804,0.036606308,1
1011,-4.16E-06,1.244105023,0.005663803,-0.157207109,0.009901321,0
1012,0.000623417,1.290571315,1.421135261,-0.810783904,0.019173044,0
1013,0.0010517,0.131689595,0.33203057,0.617883366,0.020815858,0
1014,0.004190712,-0.817481465,-0.400453219,-0.411683586,0.054089184,0
1015,0.005297116,1.343713611,2.061159412,2.057491803,0.118386773,0
1016,-0.000431042,0.950471534,-0.255495921,-0.244295015,0.005793196,0
1017,0.000516658,1.128202921,-0.975427328,0.781330924,0.01554386,1
1018,-0.003283126,0.151467084,0.645359166,0.15513849,0.024811809,0
1019,0.001942979,1.312840871,-0.489696224,1.863885708,0.016887398,1
1020,-0.000414906,1.370431102,3.653928067,0.839426309,0.012560151,0
1021,0.001879092,0.672240767,0.49165453,2.398480692,0.012824519,1
1022,0.002824998,-0.485277908,-0.208138113,-1.673257549,0.044230769,0
1023,-0.002317537,0.755524964,-0.666582683,-0.063259833,0.008527429,0
1024,-0.001020089,1.16169507,-0.241115915,0.948599111,0.009378309,0
1025,0.000599463,1.226715258,0.789264871,-0.133676096,0.010330385,0
1026,0.000279124,-0.100374775,0.065227938,-0.070450699,0.013069969,0
1027,-0.001239177,1.307886292,0.260249745,1.091386837,0.007355066,0
1028,-0.002498534,1.280526984,0.845535394,1.502124308,0.023056701,0
1029,-0.000556443,0.880534626,0.109163021,1.00616077,0.018741671,0
1030,0.002478375,2.323973447,0.834321145,3.197662151,0.040926578,0
1031,-2.93E-05,0.060116246,-0.533372189,0.118439637,0.020158304,0
1032,0.003860647,0.165718623,-0.088705795,-0.406762607,0.029870644,1
1033,0.001469275,3.118414557,1.035818703,0.985755236,0.078130587,0
1034,-0.000958106,0.618047936,-0.843472982,0.98271438,0.01109478,0
1035,-0.00082095,0.41687534,0.433411862,0.754830685,0.010731188,0
1036,0.001740039,-0.897017632,-0.80209624,-2.041847912,0.026776716,1
1037,-0.0005386,1.046078317,1.498138202,0.226845961,0.011865713,0
1038,0.069901522,0.856658105,-0.129689653,2.546726879,0.218005097,0
1039,-0.000589052,1.184243133,-0.334688873,0.795923565,0.010588161,0
1040,-0.002433186,1.795173758,-0.840308675,1.419161661,0.013910911,0
1041,0.002113299,-0.908412096,-0.889682366,0.422963238,0.029525485,0
1042,0.003615416,0.132467053,0.432764862,-0.138303223,0.049020934,1
1043,-0.001615939,1.002236438,-1.076631609,-0.099577857,0.008620968,0
1044,-0.000314373,0.002236571,0.005878903,-0.070970231,0.006415539,0
1045,-0.00021935,-1.78E-05,-0.000307389,-0.000214334,0.000481167,0
1046,0.000318275,1.563267321,0.827796497,-0.426472899,0.016142266,0
1047,0.001015713,1.424344524,4.410693916,0.378035066,0.03333565,1
1048,-0.00027403,0.009003315,0.006644689,0.018040863,0.006234179,0
1049,-0.000856284,0.48070863,-1.012998673,0.147205972,0.009126875,0
1050,-0.001153969,0.416314487,0.256027581,0.798079317,0.00960851,0
1051,0.001038186,-0.326669054,0.699367708,0.265884449,0.011651598,0
1052,0.003749098,0.129533963,0.900574366,-0.369581102,0.046793758,0
1053,0.003793137,-0.172956418,0.810418577,0.184566157,0.048106172,0
1054,0.001338434,0.881359333,0.003826097,-0.43671754,0.011911027,0
1055,-0.002025367,1.290501594,3.611178418,1.16234471,0.012409271,1
1056,0.010555185,3.747520118,1.818890246,3.225691972,0.07762541,1
1057,-0.002067854,0.084295173,1.19481111,-0.114256011,0.050372621,1
1058,0.001317921,1.534552651,-0.650164928,0.04431101,0.018720973,1
1059,0.000328749,0.664090649,0.486413318,0.035141876,0.007528561,0
1060,0.000252158,0.82780448,0.698591192,1.010450041,0.013399889,0
1061,-0.000420085,1.418654867,1.254491265,1.798812448,0.018776239,0
1062,0.000368043,1.15339279,-0.520508819,-0.164803614,0.007190135,1
1063,2.52E-07,0.511075215,1.990036473,1.936889379,0.069020177,0
1064,0.004597144,2.017736369,4.27397021,1.173449957,0.019744888,1
1065,0.005218432,1.492136275,-1.402052824,1.025916933,0.036143392,0
1066,0.003452317,0.517812123,-0.032562453,-0.430647534,0.024511574,0
1067,-0.001643719,-0.610052533,0.340959772,-0.259937137,0.076738712,1
1068,0.003873243,0.923568974,-0.095352536,0.408314744,0.120822883,1
1069,-0.000820218,2.336649135,-1.767945424,2.58836853,0.028774184,0
1070,0.003505067,0.624448322,0.03655513,-0.017394382,0.062806036,1
1071,0.000188846,1.118646709,0.693223133,0.758140914,0.013516332,0
1072,-0.0003929,0.833137453,-0.893501092,0.772779622,0.009839015,0
1073,0.000832367,1.781216616,1.235025326,2.439641421,0.019255397,0
1074,-0.000618442,-0.132787159,0.461265178,0.21542341,0.011304059,0
1075,0.00019196,-0.250880595,-0.734172682,-0.698317446,0.018915694,0
1076,-0.004367063,-1.175342461,-0.521658661,-2.028980332,0.094451446,1
1077,-0.000274665,0.995204216,0.012443123,-0.531778997,0.007134392,0
1078,0.000490747,1.284388789,-0.153880781,0.97343117,0.011973679,0
1079,0.001034535,1.308493265,0.346032468,0.510118776,0.015163492,1
1080,-0.002383976,0.185623143,1.563997648,1.251280463,0.057236391,0
1081,-1.11E-06,0.008292429,-0.010722316,0.018734063,0.002152637,0
1082,0.001037356,-0.343200053,-0.18784894,0.070640731,0.023347223,0
1083,0.002492752,1.681992334,-0.717098843,0.617797339,0.017933067,0
1084,-0.000562167,0.795783204,-0.168514191,-0.021740163,0.006250748,0
1085,-0.005459727,0.497316238,0.568061204,1.184934051,0.008134503,0
1086,0.003548894,0.683210681,1.680767496,1.769746516,0.05329916,1
1087,-0.000293358,1.091112782,1.591566206,-0.402957496,0.008174128,0
1088,-0.000380834,0.537773587,-0.326146919,0.716857279,0.010122517,0
1089,0.000858102,1.46736943,2.771437881,1.2004763,0.047752575,0
1090,-0.089864086,-0.645954688,-0.982451535,0.12875125,0.033037508,1
1091,-0.000835512,0.454236598,0.083461029,-0.343632564,0.014636736,0
1092,0.000378929,0.907726772,-0.670440485,2.223529469,0.018438335,0
1093,0.000198083,0.884472818,-0.398042698,0.591769737,0.017006284,0
1094,-3.63E-05,-0.068181383,-0.263270884,-0.484294129,0.011258564,0
1095,0.000478252,0.918838737,0.137093348,1.467220306,0.014687949,0
1096,-0.001641452,1.108186499,-0.894340317,0.136106174,0.009431257,1
1097,0.001192556,1.540926138,1.607452596,-0.34110867,0.012290421,0
1098,-0.00267622,1.694010122,4.072984343,3.134309586,0.023353011,0
1099,-0.000746507,0.867501232,0.014911043,1.144392684,0.007430272,0
1100,-0.004466888,0.06972897,1.829191325,1.255168996,0.057175176,0
1101,-0.000317493,-0.008057233,-0.284431005,0.012473373,0.023374614,1
1102,-0.000566647,1.482476673,-0.596341757,1.184366932,0.011539611,0
1103,-0.000466974,0.972530698,0.280086099,0.812183209,0.006217441,0
1104,-0.000640926,-0.2027554,0.137397289,-0.127059422,0.015965572,0
1105,0.001684589,1.510247546,0.874794273,2.233621664,0.019114217,0
1106,-0.001009974,1.331017579,-0.722831347,0.723746677,0.01088286,0
1107,0.003771374,0.838038424,0.682103034,1.053327107,0.034211501,0
1108,0.007649929,-1.038528265,-0.492867012,-1.696957503,0.046984001,1
1109,-0.000937823,1.590520755,-2.039878904,0.784538452,0.017072997,0
1110,-0.001441544,-0.164166653,-0.252895066,-0.124694291,0.018215412,0
1111,0.00622977,-0.000197981,2.184716828,0.999921127,0.066569177,0
1112,-2.15E-05,0.011341303,-0.005611856,0.005322179,0.001827971,0
1113,0.001050851,2.222991353,-0.717821285,0.986369989,0.014592782,1
1114,0.000942323,4.245323105,1.397647579,5.143593703,0.06047613,1
1115,-0.007498011,0.366814496,-0.948859004,2.803771181,0.030987621,1
1116,-4.37E-05,0.392456965,-0.120703264,-0.047957935,0.005638618,0
1117,0.002406279,-0.397508667,-0.234914084,-0.074441491,0.016581964,0
1118,0.000369001,-0.485942944,-0.276025335,0.013323081,0.02685055,0
1119,0.009928298,3.131632229,-0.773545663,1.778543414,0.051322716,0
1120,-0.000309674,0.986407136,-0.83200312,-0.020852218,0.014452716,0
1121,4.30E-05,0.058026187,0.800691334,-0.341699681,0.030121215,0
1122,0.000606614,-0.038340247,-0.437019344,-0.701593,0.017103697,1
1123,0.000161213,0.005403111,1.021610553,-0.544164152,0.027219724,0
1124,-0.000414174,0.570028427,-0.138563784,0.089476047,0.005937622,0
1125,-0.000605914,0.406389018,-0.059894971,0.242757451,0.005881685,0
1126,0.000781359,0.740712093,0.736465186,-0.027802834,0.007156309,0
1127,0.004480613,-1.307781219,-3.045251622,-3.33734033,0.074027182,0
1128,0.000867914,1.135133403,-0.999446904,0.887046826,0.017658967,0
1129,0.000107722,2.041911774,-2.214127909,2.306637037,0.025893848,0
1130,-0.00056806,-0.203299023,-0.209370917,-0.169138735,0.011258954,1
1131,0.004331739,-0.687148712,-0.37532962,-1.476373124,0.041350767,0
1132,0.003004365,-1.113299103,-0.996792053,-0.716319001,0.031107088,0
1133,0.000264313,1.635684418,0.225278021,-0.671615003,0.012669674,0
1134,0.001115234,0.6244076,-0.059182275,0.38672249,0.021994448,0
1135,0.000595015,0.21263824,0.965933341,0.340442434,0.057081613,0
1136,0.000993462,0.050972324,-0.74347365,-0.791659995,0.013332279,0
1137,0.087648078,1.151622748,2.564441805,2.639229443,0.333361712,0
1138,-0.001434423,-0.1814674,-0.248573413,-1.170615489,0.015257455,0
1139,0.00035732,0.940703715,0.169489719,0.606724867,0.010685202,0
1140,0.001890928,0.817969001,-3.085418588,2.182750565,0.022177025,0
1141,-0.00151163,1.476521484,0.474567462,-1.390545831,0.018290469,0
1142,0.000868698,1.717276286,-2.645612101,0.872367558,0.021647939,1
1143,-0.00014139,2.900801573,2.789555748,5.924318893,0.036628288,0
1144,0.000282024,0.041959418,0.007255466,0.019891126,0.005661927,1
1145,0.001446853,1.786211515,0.27208216,-0.775292451,0.016150148,1
1146,-0.022677177,0.518242727,-0.141081448,0.867342228,0.0110208,0
1147,0.001845279,1.244406124,-4.525568642,-0.445050068,0.021399854,1
