new_index,alpha,beta_mkt,beta_hml,beta_smb,sigma,class
210,0.005069062,0.845564316,1.384225634,1.661949734,0.123889476,0
211,-0.001295723,1.326802444,-1.841453099,0.701685438,0.014663403,0
212,0.004845108,0.884331669,0.708070455,-0.229691128,0.047529566,0
213,0.000100884,0.842303509,-3.172161909,0.793827618,0.026589667,0
214,-0.00023604,0.000567763,0.000253511,0.000266863,0.00043256,0
215,-0.000938354,-0.200024424,0.086020466,-0.172506922,0.012610228,0
216,0.000530132,1.238814958,-0.315110453,2.348325929,0.019814033,0
217,-0.000358627,0.555650059,-0.107711688,0.089944208,0.005086629,0
218,0.001932419,0.449731123,1.187752257,0.548797918,0.061115986,0
219,-0.002304499,0.150207195,2.714631312,0.851431104,0.047212367,0
220,0.001631261,-0.71473903,-0.758983905,-0.317345985,0.030756453,0
221,-0.000626561,0.917913216,0.207379599,0.844517857,0.006108597,0
222,-0.001015569,-0.457061161,0.568461027,0.613257971,0.028571185,0
223,0.000611827,2.61670517,-3.34234048,2.000540959,0.02797549,1
224,0.001993172,0.39833775,-0.249243378,0.11666781,0.015181,0
225,-0.000250753,0.38344838,-0.151245136,0.348371681,0.006749992,0
226,5.03E-05,1.288082885,1.756882854,1.520078969,0.022594083,1
227,0.001846762,0.923563546,0.358582782,1.816624116,0.012789077,0
228,0.003515112,2.862821194,-0.990472384,2.66533881,0.033061861,0
229,0.001340739,2.125303959,0.197475129,1.407554854,0.023387418,0
230,-0.000379427,-0.151861666,0.137572385,-0.038371322,0.022124985,0
231,-0.00269862,1.856897943,0.940057314,3.539089006,0.022789425,0
232,-0.000199195,1.226671934,0.415699686,-0.221973541,0.007257762,0
233,0.002149982,0.673644145,-0.953351984,0.909936552,0.023657275,0
234,-0.000470856,-0.063701788,0.309450083,0.214271477,0.012269409,0
235,-0.01909603,0.098889726,0.111332626,0.119733448,0.006866549,0
236,0.00036276,-0.05627323,-0.108893471,-0.068178544,0.007731516,1
237,-0.026906746,0.204741665,-0.136124046,0.176698005,0.012091797,0
238,-6.05E-05,1.812273095,-0.491693709,0.413786709,0.009587326,0
239,0.002450539,1.540539153,-1.846976756,0.978129262,0.019605158,0
240,-0.000855754,0.968208007,-0.02540786,0.822331634,0.007341516,0
241,0.000398892,-0.313860311,-0.328799145,-0.293646498,0.02014292,1
242,0.001774655,1.487473989,-0.733604035,1.253427137,0.018077225,0
243,0.000463383,1.192251244,0.664010894,2.158990236,0.019859493,0
244,0.001605494,1.144362199,-2.247047619,1.57453347,0.020013367,1
245,-0.000689735,0.166304001,0.011983696,-0.167291747,0.012203347,0
246,0.000258838,1.396539106,1.07943985,0.771250435,0.011830256,0
247,0.001914262,2.097570355,-2.239299723,1.771526329,0.053960071,0
248,0.00301113,0.109300879,-0.39006515,0.239838449,0.023105339,0
249,0.011549212,0.315317888,1.331027158,1.695027073,0.061778287,0
250,-0.000112017,0.972795949,0.774333129,0.012747493,0.006842979,0
251,0.002120085,-0.455533662,-0.519435532,-0.6003912,0.027164703,0
252,-6.57E-05,1.681990476,0.871216682,0.414283736,0.011165672,1
253,-0.000107041,-0.067707973,0.00403786,0.099845901,0.00643742,0
254,-0.000489234,1.966929388,-0.468956668,1.619460346,0.01369886,0
255,-0.004122969,-0.320855877,-0.016263723,-0.010265919,0.034293441,0
256,-0.000656388,1.017441972,0.284973948,0.071073883,0.005731053,0
257,0.004433807,1.561566623,-2.696313825,0.603450358,0.02252215,0
258,0.004734516,0.767299422,0.507321031,-2.483095105,0.040163404,0
259,0.001148587,0.752434068,-0.928983326,-0.57103418,0.017587735,0
260,0.000374752,0.433531725,2.553716769,0.525914288,0.02775209,0
261,0.000913669,-0.017946797,-0.784855403,0.433264584,0.011422828,0
262,-0.004244813,-0.563556241,0.784769627,-0.286800749,0.044396469,0
263,0.004642937,0.950186929,0.960959625,1.464060241,0.051670331,1
264,-0.000417725,0.875135859,-0.478984793,0.240494115,0.010803361,0
265,-0.010840402,-0.206150264,-0.03718597,0.555757276,0.014042139,0
266,-0.000697213,-0.15906366,0.038902462,0.112356284,0.006942799,0
267,-0.00078453,0.887953787,0.579924457,1.170484532,0.014078811,0
268,0.002214554,1.829496745,0.197481836,2.147599121,0.021590757,1
269,0.0024093,0.420163356,0.571819307,0.058753253,0.063442404,0
270,-0.003056062,3.249290101,-0.224265167,4.370508668,0.042051585,0
271,0.000838082,1.063142874,-0.46385546,0.416764113,0.012347394,0
272,-0.000284433,-0.253565864,0.288010073,0.096031979,0.015366087,0
273,0.000100297,-0.203756556,-0.228098139,-0.064008213,0.012836902,1
274,-4.82E-05,-0.244005907,-0.213175078,-0.131568529,0.014175899,0
275,0.00629475,-0.47835503,-0.509186815,-0.187953695,0.028085865,1
276,-0.00039687,-0.317615712,0.055816082,-0.135946173,0.012467628,1
277,0.001551996,0.827313248,-0.583349224,-0.841293945,0.013549821,0
278,-0.000373025,-0.2423412,0.534035765,-0.357425696,0.023056018,0
279,-6.66E-05,0.012201588,0.001940146,0.01367709,0.001802158,0
280,0.001853683,1.760713265,0.007532289,0.638403583,0.018094433,0
281,-0.001269161,-0.624022652,0.05599188,-2.367198551,0.088904421,0
282,-0.001202704,0.211039686,-0.501208478,-0.232527377,0.019787753,0
283,0.002884846,0.937687285,-0.496866789,0.710110757,0.016395493,0
284,-0.000592692,1.6364806,-1.266130855,1.561330167,0.025483849,0
285,6.44E-05,-0.184666769,-0.289372828,-0.412270534,0.015025372,1
286,0.003625073,0.569939336,1.263889164,1.096379817,0.121145577,0
287,0.003048186,3.331939725,3.656244522,1.775442903,0.038715098,0
288,-0.000133423,0.571636533,0.361671183,0.734038327,0.007759195,0
289,0.002589426,0.11255561,2.363675864,-0.31541308,0.065500589,1
290,0.002659953,-0.423174994,0.492264517,-1.041933767,0.059632281,0
291,-0.037921323,0.261231384,0.282627172,0.242414317,0.011731213,0
292,0.000226814,-0.203250298,-0.210249296,-0.068153303,0.012295032,0
293,0.004169433,2.190513198,2.076027887,2.826464779,0.036466188,0
294,-0.001560019,1.898332757,-1.463245956,3.106392927,0.035091848,1
295,-0.000660332,1.124191022,0.267143419,1.637828291,0.013496558,0
296,0.007513361,1.246304778,2.276491628,2.88842643,0.036228165,0
297,-0.000112196,0.024076815,0.019421775,0.018683419,0.002110088,0
298,-0.000227412,0.646590356,0.350813385,0.131239676,0.005034071,0
299,0.001251745,0.907609621,0.28355733,-0.150752898,0.009658262,0
300,0.002797677,1.316792441,-1.435883173,1.533752773,0.018954994,1
301,-0.000261966,0.486961327,0.162020225,0.280508019,0.006351841,0
302,-0.000696321,0.624462548,0.049969454,0.229532731,0.007197091,0
303,-0.000453258,-0.063873706,0.140929278,-0.257265978,0.014593202,1
304,0.037878229,0.269617296,-2.123988537,1.717154136,0.150312034,0
305,-0.000208606,-0.13806985,0.222305652,0.015562226,0.013327781,0
306,0.000290117,1.637672932,-0.65818934,1.096146324,0.013142837,0
307,0.004640177,1.145151031,0.846507028,0.416235137,0.076493242,0
308,-0.009060741,-0.601604265,-0.771443976,-0.180063931,0.058290379,1
309,-0.001512015,1.57548919,0.580772142,0.930336421,0.0126171,1
310,-0.000171989,0.618971147,0.336686174,0.144866433,0.004994406,0
311,0.002943916,-0.168949651,-0.592733766,0.81946355,0.060342755,0
312,3.67E-05,-0.02585588,0.163384888,0.135219735,0.009540356,0
313,0.014347605,-0.021620785,-0.377665743,-1.379512836,0.085676084,1
314,-0.000487503,1.222858907,-1.114111551,0.941868114,0.011853878,1
315,0.005705826,1.204434968,1.085156723,2.283917858,0.03303665,0
316,-0.000167561,2.177407091,-0.609317295,-0.339433357,0.015867277,0
317,-0.001704259,2.311243336,-0.217553636,2.176539077,0.016074533,0
318,-0.000346689,1.154494244,-0.074094238,1.004291081,0.010484169,0
319,0.009690095,-6.07473436,-9.075618024,-3.245558648,0.070610567,0
320,0.000287995,2.017568521,0.321609958,2.464363654,0.038986941,0
321,-0.00041388,0.689108629,0.191243456,0.406972267,0.006965986,0
322,-0.002353282,0.27701509,0.918213247,0.645750639,0.014611792,0
323,-0.000359284,-0.387277735,0.015635868,-0.08028143,0.023313456,0
324,-0.000747577,0.024563935,-0.552438751,0.252740317,0.011230051,0
325,-1.65E-05,2.051179077,0.406909988,3.383996666,0.036481656,0
326,0.000564832,1.39500915,-1.562300694,0.710760567,0.014801814,1
327,0.003818148,0.436762393,0.869074802,0.969607205,0.038877123,0
328,-0.001457209,1.329260907,-0.609951099,1.54533349,0.012504028,0
329,-0.000531003,1.747422348,-0.396992244,1.353126018,0.022709398,0
330,0.00540952,0.16134928,0.194587276,0.334278102,0.04432477,0
331,-0.000947913,-0.015519324,0.471353447,-0.030899122,0.012161499,0
332,-8.87E-05,0.013423808,-0.000594976,0.013049581,0.001921721,0
333,-0.007931704,3.650174085,5.064376531,2.40879494,0.027612142,1
334,0.076866212,1.616578281,-0.77581707,2.295913848,0.224166126,0
335,-0.002004631,0.568215639,0.550825781,0.793965577,0.011562734,1
336,-0.000743539,0.467949319,0.19101182,-0.099033963,0.011517832,0
337,0.009696591,-2.129099299,-3.463257704,-1.923654282,0.083756352,0
338,-0.004235426,0.283210699,0.449024111,2.326343759,0.053852394,0
339,0.000138264,1.166312755,0.041816663,1.066997808,0.013093025,0
340,0.001282364,-0.529819145,0.751347184,0.54810684,0.041586237,0
341,-0.001167349,1.110054177,-0.250040038,1.046192687,0.012253989,0
342,-0.000681796,0.451954721,0.02994675,0.128061471,0.005757248,0
343,-0.000266921,-0.008809474,0.430328876,0.004124738,0.037940419,0
344,0.005065324,-0.098167126,-0.02735026,-0.29721742,0.025829735,0
345,0.001761632,-0.705864774,-0.330485464,0.975313777,0.028832973,0
346,0.000104512,-0.096238168,-0.337639361,-0.222535167,0.013926867,0
347,0.005520989,2.273907939,2.314054974,2.894033133,0.116044996,1
348,0.004407209,-1.171875705,-0.746504839,-0.784439352,0.055602626,0
349,0.003250332,-0.500402698,-0.873425946,-0.537654029,0.021631382,1
350,1.98E-05,0.721772576,0.127415647,0.78700358,0.00725671,1
351,-0.000220027,1.113905757,0.768228386,1.053457688,0.01344479,0
352,-0.000542279,1.225998391,-0.259095695,0.694258546,0.007441917,0
353,-0.000219674,0.057564799,-0.11599594,-0.261694483,0.011773333,1
354,-0.004084963,4.331830603,1.256622841,3.681516875,0.054950017,0
355,-0.003240896,0.352239201,0.507684161,-1.14432375,0.029956615,0
356,-0.00570847,-1.859110877,-2.606041038,-1.544331312,0.087297403,1
357,-0.001261705,0.940569539,-0.890797267,0.533222626,0.011167798,0
358,0.001926717,0.049636766,0.190612905,-0.286291775,0.025955089,0
359,-0.003428141,1.18145242,2.766529754,2.095299677,0.022335123,0
360,0.001249914,1.173524834,1.520376295,0.027831563,0.013156711,0
361,0.00620387,0.061827416,1.771959364,0.509289719,0.070526493,1
362,0.001738147,0.954723339,0.001473267,1.012887136,0.059064855,0
363,0.003252826,1.853697427,1.215669204,2.790053295,0.042796087,0
364,-0.000317443,-0.125034285,0.518661845,0.035463482,0.00906039,0
365,-0.000873391,0.723119521,0.057923691,0.920847338,0.011170675,0
366,-0.002737035,2.5560062,0.042035507,2.795862657,0.026161099,0
367,-0.000346448,-0.129991377,1.090875139,0.524040116,0.012316027,1
368,-5.95E-05,0.000605024,0.000732926,0.00086641,0.000811435,0
369,0.001529795,-0.90807471,-2.349229233,-0.633688451,0.145255036,1
370,0.000232211,0.030846974,-0.00974389,-0.000683548,0.005598378,0
371,-0.000636328,1.303068875,-0.491358063,0.239001814,0.009157281,0
372,-0.000245947,0.594330312,0.283078873,-0.06532824,0.00616276,0
373,0.014937222,0.24230794,0.194894051,1.494993805,0.152265718,1
374,0.005131588,-0.280584632,-2.661103982,-0.814873139,0.030854294,0
375,0.003183927,0.839538037,4.406737954,1.261482697,0.039802622,0
376,0.002134574,0.27032805,1.105500596,-0.528984243,0.047485271,0
377,0.001214502,1.101826444,-1.942312147,0.681749212,0.012525297,0
378,-1.66E-05,0.731562969,1.079474946,-0.289684663,0.017135211,0
379,0.000978853,1.799579883,0.0701937,-0.446387308,0.014528595,0
380,0.00017362,-0.09615118,0.260886915,0.129632435,0.00982735,0
381,0.00202591,0.634002081,0.796154976,1.219554941,0.022148268,0
382,-0.001173099,1.157190309,-0.795696361,0.208601058,0.010707208,0
383,-0.002702266,1.087885616,1.241174506,0.301646427,0.012786383,1
384,-0.000482258,0.214835499,0.005886626,-0.132378236,0.006651535,1
385,0.000312928,1.244316296,-1.263996989,1.523550286,0.012931543,0
386,-0.001785454,2.095268726,2.81194577,0.120697141,0.012437706,1
387,0.043615185,2.918201611,2.241028154,3.256056349,0.210441392,0
388,0.00027908,0.734623,0.364790891,0.690858038,0.014378904,0
389,-7.91E-05,0.035342903,0.023864054,0.016743263,0.002216527,0
390,-0.000424664,1.57500943,-2.036583556,1.847175163,0.017140423,0
391,-6.49E-05,0.0004017,0.000231742,0.001038531,0.000799698,0
392,0.003069801,0.831761293,-0.722317196,1.686101607,0.013779706,0
